gene,length
CLNS1A,122858
,
KREMEN2,4164
,
FBLL1,1329
,
MTHFS,63794
,
ENHO,1947
,
CCL5,9302
,
IGKV3D-7,558
,
SCAND1,5855
,
C1orf53,4737
,
UCN3,9726
,
SNORD115-16,81
,
C1orf54,12716
,
BOLA3,12512
,
ZC3HAV1L,10336
,
FAM206A,
,
RP11-457I16.2,
,
DEFB106B,3896
,
CDK2AP2,2152
,
SNORD115-2,81
,
CTNNBIP1,62060
,
MRFAP1L1,2164
,
COMMD1,258523
,
NDUFB7,5988
,
BTBD19,8858
,
CHCHD1,1605
,
SFT2D1,22848
,
NUPR1,6300
,
SNORD115-4,81
,
TMEM86B,2146
,
KLLN,4375
,
SMIM15,4764
,
LY6E,5850
,
SPATA33,13532
,
SAPCD2,8430
,
DEFA5,1435
,
TAF12,60462
,
NENF,13459
,
CTD-3099C6.11,
,
CIB1,4072
,
LYPD2,2382
,
YDJC,1975
,
FLYWCH2,16169
,
IFITM5,1326
,
MRPL49,5188
,
RAMP1,53213
,
SPATA3,34731
,
RPL24,5642
,
KRTAP20-2,413
,
RPP25,2354
,
COX6A1,2647
,
RNF181,1983
,
C22orf24,
,
IGKV3D-15,564
,
WFDC10A,1457
,
TSPY2,2796
,
CDRT4,39713
,
CISD2,23833
,
TRAV1-2,689
,
RP5-905H7.11,
,
BANF1,1921
,
CRH,2088
,
MT4,3884
,
TMEM126A,8580
,
RNU6-55P,106
,
TMEM42,3766
,
C18orf42,
,
ATP6V1F,2991
,
H1FX,
,
C20orf141,846
,
TMIE,16358
,
DPY30,171996
,
RGCC,13321
,
LAMTOR2,3724
,
MYCBP,10875
,
MYO5BP2,1276
,
FAM86B3P,8670
,
GUSBP2,10626
,
RP11-480I12.7,
,
PGP,3247
,
AC007040.8,
,
C11orf31,
,
CCL18,7760
,
RANGRF,1438
,
GOLGA8G,13403
,
MROH3P,49076
,
AC079612.1,
,
MACROD1,167555
,
IGLV3-10,534
,
DHFR,28757
,
PAGE2,3824
,
SLC25A29,15431
,
SUMO4,1016
,
DNM1P34,1022
,
RABAC1,2640
,
IGLV4-60,482
,
AP000304.12,
,
SNORA51,131
,
PBOV1,2505
,
IGLV3-21,1514
,
ALKBH7,2456
,
FBXL22,5075
,
IGLV3-19,522
,
SPTSSA,29452
,
UFSP1,994
,
ADAT3,8048
,
LRRN4CL,3124
,
PTS,43588
,
RP4-604G5.3,
,
COL6A4P1,29128
,
RAC3,2526
,
NDUFA6,5358
,
RPL14,11295
,
C19orf38,33215
,
ZNF890P,6556
,
TMEM179,130969
,
TRAV40,429
,
C3orf84,
,
PEX11G,20574
,
RP11-766F14.2,
,
NF1P2,18984
,
ERH,18171
,
C1orf189,
,
IGHV3-11,569
,
IGLV7-43,471
,
RPS27A,3950
,
AC007040.11,
,
ABCC13,88662
,
INIP,34223
,
HMGN2,5769
,
CHRAC1,5843
,
SPINK9,18649
,
AC000036.4,
,
NDUFS5,8318
,
MRPS28,111572
,
RNASE8,633
,
ANKRD26P3,59840
,
WFDC1,34998
,
ADIG,7268
,
RP11-723O4.9,
,
PRR36,5671
,
FHP1,702
,
NICN1,6993
,
SVIL-AS1,5794
,
C1orf95,
,
FLJ40288,79975
,
CKS2,5508
,
LY6G5B,3800
,
PTRHD1,3663
,
CDKN2B-AS1,218756
,
IGLV3-12,758
,
ADM5,981
,
CCDC167,16955
,
MROH2A,57744
,
GADD45A,3133
,
LINC00997,2645
,
STARD7-AS1,34964
,
AC027612.6,
,
RPA3,82089
,
ARMCX4,115172
,
HHLA3,
,
SEC61B,8551
,
DEFA3,2428
,
CYSRT1,1141
,
CTD-2270P14.1,
,
GPHA2,1422
,
AMY1A,8794
,
KLF16,11180
,
ACTR3BP2,1372
,
SEPW1,
,
PHOX2A,6587
,
S100A14,2731
,
SNORD115-20,81
,
POLR2J,5794
,
MIXL1,3442
,
RP1-171K16.5,
,
MINOS1,
,
SRP14,3491
,
SNORD115-30,81
,
SSSCA1,
,
CLDND2,1905
,
IFT20,7164
,
LIMD2,5284
,
SNORD115-41,81
,
SNORD115-27,81
,
HTN1,8410
,
RP11-80F22.15,
,
QRFP,4105
,
IGLV1-44,581
,
SMPD4P1,23539
,
PLET1,12707
,
BANF2,42199
,
RP11-87H9.2,
,
NCOR1P1,10497
,
IFITM2,5742
,
ZNF428,12405
,
MEIG1,28662
,
LYL1,4128
,
TMEM129,5406
,
SMIM14,92566
,
SMIM3,17977
,
CLLU1OS,
,
C5orf58,23471
,
IGHV3OR16-9,293
,
COMMD3,3920
,
TMEM216,6473
,
HINT1,69085
,
SPATA45,17508
,
F8A1,1706
,
CDPF1,6300
,
FAM230B,26082
,
VAMP5,8975
,
UBE2Q2P1,43919
,
DCXR,2573
,
RPL23AP53,456
,
NCMAP,53241
,
DNAJC30,2535
,
PF4V1,1187
,
RPS4XP21,749
,
DPM3,704
,
TMEM170B,45775
,
PF4,1216
,
RNF7,9311
,
SNORD116-6,95
,
TMEM200B,4474
,
PSMG4,71970
,
PPIA,27884
,
TRIQK,134141
,
LSM8,19891
,
C19orf53,4317
,
FAM150B,
,
MIR8078,83
,
MTRNR2L1,
,
BOK,22707
,
RNF166,9909
,
MRPL48,77261
,
LINC00987,116655
,
SOD3,10930
,
POLR2L,5173
,
S100G,4512
,
MBLAC1,1710
,
PPP1R27,1558
,
LGALS3,21313
,
S100P,3292
,
ANKRD39,21405
,
IGLV3-9,746
,
PUSL1,3080
,
DDA1,13780
,
GABARAPL2,11506
,
ANTXRL,44382
,
PSORS1C2,1532
,
APOPT1,
,
AAMDC,97323
,
C1orf140,
,
GEMIN6,33468
,
ACTL10,1582
,
FAM195A,
,
BIK,18962
,
SLC25A3P1,930
,
TCEB1,
,
HMGB3P1,887
,
CXCL2,2156
,
KB-1572G7.2,
,
CCDC166,1415
,
LINC00173,3123
,
TXNL4A,63136
,
NPIPA5,17419
,
MZT1,19262
,
CCL24,12531
,
CKLF,13688
,
RP11-526A4.1,
,
POP5,2638
,
FAM132B,
,
RP11-87C7.3,
,
HIST1H3A,
,
SLMO1,
,
AC093616.4,
,
PCP2,2108
,
RP11-504P24.3,
,
TRAV7,510
,
MRPS24,3335
,
HEPN1,1427
,
GADD45B,2683
,
RPL30,21618
,
IGLV1-51,497
,
HLA-DPA3,12109
,
DESI1,23015
,
IGKV2-29,738
,
RASA4CP,12558
,
CD52,2565
,
IGLL3P,1824
,
TRAV25,684
,
RDH14,5956
,
IGLV2-11,516
,
TRAV8-7,481
,
SNORD115-24,81
,
TMEM134,7562
,
C19orf24,
,
CT62,6349
,
RASA4,37110
,
ANKRD66,12573
,
LTC4S,2667
,
MIR522,86
,
RPL29,2373
,
TTC9B,2326
,
NATD1,14540
,
IGHV3OR15-7,461
,
SNAPIN,3149
,
PAFAH1B3,6513
,
APOA2,1341
,
SLN,12315
,
NT5C,1532
,
TRAV23DV6,554
,
CCL17,11296
,
RP11-347H15.5,
,
RPS27L,32149
,
RP11-394A14.2,
,
RP11-483E23.2,
,
SNORD115-32,81
,
IGLV5-48,493
,
TNFSF12-TNFSF13,12502
,
WDR83OS,1342
,
LIME1,2820
,
C1orf50,12246
,
LGALS1,4166
,
BHLHE23,1108
,
MEG3,81825
,
NDUFC2,11565
,
H2AFB1,
,
LINC00461,
,
GUSBP3,38927
,
GNG13,2693
,
C6orf183,
,
HMGB1P5,641
,
SCIMP,25940
,
SNORD3B-2,790
,
PRAC1,799
,
RP6-74O6.2,
,
MIF,844
,
LST1,2785
,
XXbac-BPG32J3.20,
,
SNORD116-8,94
,
GRAP,26355
,
CYB5D1,4536
,
MT1G,1335
,
KRT17P7,4226
,
MRPS34,1260
,
C1orf122,2475
,
IGLV1-40,516
,
INSL3,5062
,
SNORD115-3,81
,
C19orf68,
,
STH,444
,
CDKN2D,2599
,
C1QTNF8,8485
,
SPANXN4,8774
,
IGLV1-36,507
,
DOC2B,38861
,
TCAP,1205
,
C19orf60,
,
MRPL33,216370
,
IL11,6081
,
PFDN1,58078
,
IGLV3-16,538
,
IFI27,11859
,
SNORD115-6,81
,
C11orf94,
,
EID2,1454
,
PPP1R35,1215
,
CCL22,7406
,
C10orf67,142149
,
COMTD1,2389
,
HIST1H2BO,
,
PLK5,28023
,
ANKRD65,3349
,
HLA-DRB9,13679
,
COX5A,18292
,
G0S2,978
,
CYSTM1,106896
,
C1orf185,45865
,
HDDC3,5228
,
TIFA,12987
,
SNORD115-22,81
,
NKX2-6,5016
,
C2orf50,
,
RPS10-NUDT3,141184
,
SNORD115-18,81
,
ZCCHC10,29619
,
TMEM191A,2483
,
AC025048.1,
,
GLTPD2,1625
,
AP006285.2,
,
MPLKIP,8595
,
HIST1H3PS1,
,
SYCN,1438
,
COX5B,2321
,
ASIP,74775
,
IDNK,21081
,
FABP5,4241
,
SNORD115-26,81
,
POLE4,11485
,
MYDGF,28988
,
RP11-257K9.8,
,
TRMT112,1614
,
FAM86HP,12214
,
FAM187A,1957
,
MIR6859-1,67
,
CEMP1,1382
,
CYCSP6,301
,
VPREB3,1682
,
RP11-196E1.3,
,
ATP6V0C,6266
,
RP11-1319K7.1,
,
COX7A1,1527
,
TEX12,5184
,
RP11-1166P10.6,
,
LINC01567,9640
,
RPS27,1393
,
CKLF-CMTM1,26548
,
ACYP1,16246
,
GADD45G,1543
,
LINC00588,7425
,
ID4,4827
,
NUDT16P1,
,
C14orf178,8908
,
MRPS6,289028
,
PXT1,52303
,
TVP23C-CDRT4,127540
,
C5orf56,
,
ISCA2,3350
,
LAMTOR3,16092
,
LYRM1,25138
,
IGLV3-1,690
,
LINC01420,
,
RP11-771F20.1,
,
LINC01551,58177
,
GJD3,4085
,
PECAM1,94361
,
C2CD4D,2739
,
EIF3C,47169
,
NPC2,17985
,
LINC01297,43537
,
MIR124-2,108
,
SRP54-AS1,27667
,
GUSBP11,57426
,
FBXL15,3947
,
TMEM110-MUSTN1,
,
RPS19,12670
,
TIMM9,19036
,
MAP1LC3B,20826
,
MSRB1,4970
,
SNORD3A,698
,
C6orf48,
,
CLDN3,1273
,
H3F3AP5,
,
RMI2,132043
,
ARPC5L,15603
,
RP3-368A4.5,
,
CXCL3,2218
,
UBAP1L,22440
,
S100A6,1645
,
TAX1BP3,5784
,
CSTB,3819
,
RPS14,7104
,
C19orf52,
,
ATP5G1,
,
LINC00905,35142
,
S100A10,10944
,
SELM,
,
TEX261,26548
,
ROMO1,1712
,
TMEM203,1566
,
CRIPT,68621
,
AC008268.2,
,
C14orf180,10751
,
AZGP1P1,6773
,
NAP1L6,
,
BEAN1,66234
,
NME2P1,413
,
WASH1,
,
GGACT,59364
,
POM121L7,
,
MANF,4106
,
PIGH,18331
,
LAMTOR4,7032
,
LYRM2,70605
,
C18orf63,43350
,
DEFB136,662
,
NCR3LG1,25541
,
SPINK2,11882
,
NRTN,23257
,
GTF2H5,30994
,
RP11-396K3.1,
,
IMP3,9621
,
RBP7,18815
,
TOMM5,9958
,
RPL38,7073
,
ANG,14794
,
MRPS26,2198
,
SDF2L1,1997
,
TRAV8-3,448
,
SSTR5-AS1,14650
,
TAF13,13516
,
FAM185A,60254
,
DEFB128,1858
,
RPL36AL,2096
,
NPY6R,1111
,
CALY,12863
,
PPDPF,6322
,
HCG27,13981
,
CTRB1,7350
,
LINC00238,
,
C5orf47,32361
,
IGLV5-45,519
,
URAD,10976
,
LOR,
,
SUZ12P1,44516
,
IGLV11-55,498
,
FXYD6P3,567
,
KCNK12,61695
,
RP11-49K24.9,
,
SERP2,24049
,
SPINK14,7073
,
MRPL41,676
,
TIMM13,1961
,
CISD1,20424
,
TRAV24,503
,
RP11-262H14.4,
,
HBZ,11775
,
TRAV30,559
,
RP11-508N22.9,
,
RIMBP3B,5727
,
A3GALT2,14332
,
DYNLL1,28643
,
IER3IP1,23530
,
MIR6859-4,67
,
TOMM20L,12774
,
LSP1P3,207
,
OCLM,
,
KRTAP20-1,274
,
HRCT1,934
,
DAP,82004
,
NDUFB2,32013
,
ISCA1P1,386
,
SNORD116-10,101
,
MIR1283-2,86
,
FAM132A,
,
HES6,2395
,
RP11-20I23.1,
,
TOMM7,10221
,
RAB6C-AS1,122
,
MIR519A1,84
,
LINC00639,248464
,
OR4F5,6166
,
RARRES2,3345
,
SNORA22,133
,
SPINK8,26819
,
NT5C1B-RDH14,34019
,
FDX1,34936
,
SNORD115-33,81
,
NDUFAB1,15302
,
WASIR2,2346
,
AC138969.4,
,
BET1L,39615
,
PRR15L,5916
,
HCST,1848
,
ZNF444,28294
,
RNA5SP29,105
,
RP11-844P9.2,
,
SNORD116-27,91
,
GFRA4,4151
,
KRT17P2,4921
,
TRAV2,522
,
RP11-644F5.10,
,
CTB-134H23.3,
,
CTD-3157E16.2,
,
AF064858.6,
,
HIGD2A,1010
,
TMEM141,1973
,
SAA3P,3452
,
SNORD115-12,81
,
TMEM88,1033
,
TCTA,4264
,
SMCO4,64919
,
AC068538.2,
,
PPP3R1,77380
,
ST20,24862
,
TMEM80,9437
,
FAM110D,4883
,
WDR92,
,
RPL35,4101
,
RPLP1,3391
,
NXNL2,50241
,
CASP16,
,
POLR2J3,34735
,
C9orf62,
,
KRTAP22-1,295
,
C1orf68,
,
MALL,32152
,
CTB-60B18.6,
,
CENPW,8760
,
ATP5H,
,
SNORD115-42,81
,
LINC00839,19861
,
NMB,3434
,
GOLGA6L17P,6758
,
MT2A,913
,
BLOC1S1,4049
,
NUDT2,14207
,
RFPL3S,22220
,
SNRNP25,3841
,
SNORD115-34,81
,
AMH,2764
,
TMEM220,31008
,
DEFB104A,4806
,
C14orf142,
,
AGRP,976
,
HLA-DRB1,11946
,
TPTE2P2,78300
,
SPATA24,7526
,
ZNF580,8454
,
MGAT4D,56115
,
STATH,6604
,
HMGN1P37,302
,
FGFBP3,2902
,
RP11-119D9.1,
,
NDUFA2,9031
,
LYRM5,
,
RPL21P13,480
,
LINC00174,117562
,
PCP4L1,26705
,
FAM219B,6891
,
RP11-3P17.5,
,
NANOGNB,8905
,
MIR487B,83
,
COA5,9201
,
MIR527,84
,
GPR150,2055
,
IGLV6-57,477
,
TRAV26-2,785
,
NDUFB3,14317
,
TIMM10B,3180
,
DUSP23,1611
,
SMIM24,6539
,
KIAA0040,36013
,
SUGT1P3,13497
,
RPL22P19,372
,
RP11-470L19.2,
,
COX7C,3034
,
RPS25,2979
,
PRAMENP,4192
,
LYRM9,16438
,
SNORD115-31,81
,
RP11-706O15.1,
,
MAFG,9465
,
ATOH7,1518
,
RP11-1C8.4,
,
ZNF575,10633
,
IGLV3-32,528
,
EID2B,1865
,
MPC2,20397
,
AL137792.1,
,
RP1-288H2.2,
,
MT1F,2967
,
NEURL1B,50277
,
TNFSF12,9382
,
TOB2P1,991
,
C22orf39,96343
,
KRTAP19-2,393
,
SNORD115-23,81
,
CICP14,2829
,
SNORD115-1,81
,
CT45A10,12381
,
DCLRE1CP1,6493
,
ZMYM6NB,
,
KRTAP23-1,207
,
ZNF593,965
,
AC093642.5,
,
IGLV1-41,514
,
RP11-134G8.5,
,
RPL35A,6420
,
CMC2,53822
,
RN7SL860P,222
,
LINC00943,25615
,
LINC01531,19930
,
FEV,4097
,
AC005631.1,
,
PRR21,
,
C20orf202,5622
,
TRAV39,499
,
TRIM39-RPP21,17947
,
MIR323A,85
,
PRLH,601
,
TRAV41,503
,
IGLV8OR8-1,453
,
CEBPZOS,19705
,
RP11-587D21.4,
,
SNRPF,44876
,
AVP,2168
,
NOTO,9939
,
UBE2QL1,47864
,
SNORD115-11,81
,
MIR15A,82
,
KLF2,3859
,
TFF3,3742
,
TMEM14E,
,
SLIRP,53033
,
TCAM1P,5748
,
COX7A2,12648
,
DND1,2782
,
CLEC2A,33697
,
MIR6859-3,67
,
HLA-DRB5,12934
,
MCCD1,1270
,
IGLV5-37,495
,
RN7SL495P,236
,
ZNRF2P2,419
,
HOXA10-HOXA9,
,
C10orf32,
,
CTD-2593A12.4,
,
MIR1972-2,76
,
SNORD115-5,81
,
C11orf86,1732
,
IGLV9-49,545
,
C11orf95,
,
TIMM8B,1998
,
CENPV,11122
,
SCGB1C1,1497
,
RNASEK,2115
,
LSM6,28733
,
HIGD1B,4123
,
AL354833.1,
,
AC073464.11,
,
KRTAP3-1,10803
,
CTD-2501B8.1,
,
RP11-467L19.14,
,
LRRC37A11P,18070
,
LINC00242,10759
,
LINC00475,212
,
LYRM7,34484
,
LINC00265,61623
,
RP11-798K23.3,
,
ATP5L2,
,
HTN3,8083
,
FKBP1B,13980
,
C5orf17,
,
RP11-875O11.2,
,
SNORD116-29,82
,
SMIM13,44899
,
LINC00574,100772
,
COX6C,20507
,
RP11-24M17.5,
,
RASA4B,37801
,
BX255923.2,
,
TRAV38-1,595
,
SCOC-AS1,89708
,
MDK,3081
,
HBA2,834
,
EFNA2,15558
,
FLJ12825,64095
,
IGLV5-52,499
,
GTF2A2,19479
,
RPL26,5697
,
HBA1,842
,
RPS4Y2,24924
,
MIR524,86
,
CTD-2349P21.5,
,
C6orf163,20650
,
CCL19,1706
,
RP11-248B24.1,
,
MRPL52,5158
,
CCL27,2168
,
GGT3P,17398
,
TMEM191B,2771
,
BARX1,3728
,
POLR2K,3380
,
PLAC9,13677
,
ARTN,3920
,
DNM1P35,11375
,
GSTTP1,
,
IGHV1-69,497
,
AQP7P2,16026
,
POLR3K,7201
,
BRK1,11515
,
PPY,1672
,
LCE6A,1127
,
SLC51B,8010
,
RPL21P44,471
,
HES7,3514
,
FAM32A,6666
,
C9orf69,
,
LCE3C,852
,
MIR5692C2,76
,
MIR369,69
,
WFDC13,6779
,
DAD1,24317
,
RP11-38L15.8,
,
LINC00202-2,
,
C6orf226,556
,
C2CD4C,3702
,
RP11-280O1.2,
,
NPIPB7,16007
,
SCRG1,21679
,
RP11-495P10.1,
,
POM121L10P,1284
,
HSPB1,3140
,
MSMP,3623
,
BSPH1,24124
,
TNFRSF13C,4774
,
ZSWIM7,23157
,
CBWD7,
,
ARL5C,10590
,
CHMP4A,4215
,
NKX6-3,5640
,
ZNF705D,26178
,
PFDN6,9099
,
NPFF,796
,
RP11-330H6.5,
,
C10orf105,26123
,
PPP5D1,
,
VPS37D,4281
,
GNRH2,2125
,
TNFRSF12A,3938
,
DYNLT1,8269
,
SNORD115-10,80
,
SH3BGRL3,1436
,
LRRC10B,2269
,
SDHAP3,21067
,
TAPT1-AS1,96512
,
C7orf71,
,
SPRR2C,218
,
HSPE1,3309
,
C16orf95,233858
,
MRPL34,14234
,
THEM6,9704
,
RP11-747H12.1,
,
CENPBD1P1,
,
GNG3,4407
,
TUSC1,1475
,
LINC00052,2939
,
LL0XNC01-240C2.1,
,
LENEP,729
,
COL18A1-AS1,5354
,
SNORD115-9,81
,
LINC01310,31616
,
ADM2,4897
,
RP11-613M10.9,
,
MGAT4EP,1134
,
NEBL-AS1,8980
,
SNORA73A,205
,
FAM229B,15199
,
JMJD7,9489
,
SNORD116-16,91
,
PPIEL,26869
,
SNORD116-2,94
,
CHCHD10,2138
,
CCDC71L,6798
,
SFTA2,24283
,
FAM157B,9597
,
CD27-AS1,13091
,
RNA5SP311,115
,
RP11-863P13.4,
,
TINCR,20182
,
FSBP,58575
,
PTGES,14711
,
RP5-944M2.3,
,
SPACA6P,
,
CDK2AP2P2,366
,
GALR3,2103
,
C20orf62,
,
MIR518C,100
,
LINC00299,673052
,
RP11-848G14.2,
,
MIR506,123
,
OVCA2,1403
,
GTF2H2C,35030
,
C19orf71,
,
C19orf33,842
,
LINC01548,5866
,
LINC01587,9622
,
PAGE2B,3879
,
TEX38,4739
,
KLKP1,402
,
AP000345.1,
,
RP5-1139I1.2,
,
PSPN,3910
,
DEFB132,3372
,
LINC00937,208316
,
RNU6-181P,106
,
TREML5P,2280
,
MILR1,43733
,
MIR890,76
,
RP11-1280N14.3,
,
RP11-3P17.4,
,
MIR520A,84
,
MIR498,123
,
SPINK1,7099
,
CTB-102L5.4,
,
APOC4,3259
,
NPIPA7,14832
,
MIR409,78
,
FAM138B,37334
,
FAM103A1,
,
ADAM3A,71807
,
RPL34,9915
,
SNORA7B,138
,
IGLV10-54,476
,
CTD-2135J3.4,
,
NRGN,7268
,
RBMY1E,14424
,
SSX2,10282
,
CNFN,3278
,
SNORD116-12,91
,
RPL13AP20,608
,
LINC00115,241044
,
PP2D1,32306
,
MIR31HG,227301
,
GTF2H2B,32174
,
CLPSL2,2958
,
MIR6511A1,66
,
PRM3,430
,
IGKV1OR22-5,477
,
BMS1P7,9734
,
TMEM178B,406316
,
RP11-56A10.1,
,
KRBOX1,6406
,
SPACA5B,1994
,
OXT,897
,
PRR13,4967
,
GTF2H2,32673
,
SRGAP2B,208263
,
NBR2,28251
,
UQCRQ,2217
,
BHLHA15,4018
,
RP11-291L22.4,
,
GDF5OS,
,
TMSB10,1015
,
CFD,8431
,
TMEM170A,22443
,
ACYP2,334462
,
MIR519D,87
,
LINC01105,
,
ANKDD1B,70591
,
LINC00152,
,
MIR1-1,70
,
FMO9P,18930
,
BTF3P11,770
,
DEFB124,11286
,
PATE3,3473
,
ONECUT3,27482
,
RP3-449O17.1,
,
RP11-834C11.12,
,
DHRS4L1,81446
,
C8orf76,21410
,
KRTAP20-3,272
,
PPP1R2P9,
,
SPINT4,3483
,
FAM87A,8148
,
NDUFB1,5795
,
IGKV1-33,505
,
AC243562.1,
,
ATP5E,
,
CYP4F35P,819
,
ZNF706,28315
,
PRR26,
,
LINC00862,159072
,
ZNF295-AS1,46053
,
SNORD115-35,81
,
DNLZ,4264
,
MIR1269A,104
,
LINC00282,
,
LEUTX,9696
,
HYALP1,
,
RBMY2EP,6594
,
LINC00632,83653
,
SMIM10L2B,3727
,
AMYP1,6148
,
PMS2P3,5304
,
CTD-2666L21.1,
,
MIR517A,86
,
AC011453.3,
,
SSNA1,1710
,
CCDC85C,104017
,
LINC00661,12175
,
ECSCR,14183
,
C6orf52,23379
,
RP11-568K15.1,
,
RPL31P57,374
,
SSR4P1,411
,
BRI3,58062
,
ADAM5,102787
,
SNORD115-39,81
,
GAGE2E,4730
,
LINC00933,7200
,
OR2T29,5860
,
AKR1C6P,20074
,
BCRP4,6088
,
C16orf13,
,
EPPIN-WFDC6,13466
,
HMHB1,8569
,
LINC00326,199305
,
FAM47E,69743
,
KRTAP2-3,874
,
RIIAD1,19372
,
SLC7A5P2,535
,
SPDYE2,12312
,
PMAIP1,4309
,
SNORD116-26,95
,
PPP1R14A,5295
,
SOX18,2057
,
TMEM233,49301
,
GSTM1,21225
,
MT1B,1318
,
MIR412,90
,
FAM89B,1849
,
ABRACL,14557
,
CECR7,2553
,
LINC01330,
,
MIR6080,65
,
C17orf50,4192
,
PPP1R37,56681
,
PLEKHJ1,7620
,
DDTL,5668
,
SPINT3,3161
,
LINC00917,18056
,
TIMM10,2339
,
CLEC4GP1,3072
,
HES3,1399
,
SUMO1P1,305
,
MT1L,1117
,
CTC-435M10.3,
,
TXN,12697
,
RP11-443P15.2,
,
RPL36,16928
,
SRP68P3,905
,
RP11-303E16.5,
,
AC104389.1,
,
B3GALT5-AS1,85069
,
MYADML2,7588
,
RNU1-61P,150
,
TMEM256,1122
,
RP11-578F21.6,
,
PCBD1,6285
,
MYRFL,133870
,
HIST1H4A,
,
AADACL2-AS1,375800
,
GFER,3556
,
TRAV29DV5,632
,
INS,1442
,
MIR518A1,84
,
ATP5J2,
,
PPP1R3G,4146
,
EFCAB10,35755
,
SP9,3546
,
MIR646,93
,
FLJ42393,2269
,
ABCC6P2,3877
,
CTD-2600O9.1,
,
VIMP,
,
UCN2,2063
,
CYS1,24471
,
EMC6,856
,
LGALS7B,2554
,
CISD3,5264
,
IRGM,54215
,
GAS1,3144
,
TBC1D3I,11114
,
FAM74A1,9412
,
LINC00951,43023
,
C17orf96,
,
ZNF705B,26076
,
FAM136BP,416
,
MESP1,1374
,
AP000721.4,
,
LINC00479,4314
,
IGKV1OR2-118,470
,
TCTEX1D4,
,
OR4F21,938
,
LINC00691,6969
,
TRIM64,8035
,
ISY1,33648
,
PTH2,1022
,
LUC7L2,83098
,
SMG1P2,67398
,
NAT14,2380
,
MIR891B,78
,
MIR521-2,86
,
ERICH4,1609
,
CCDC42B,
,
ENDOG,4176
,
LCE3B,287
,
LINC00205,65555
,
NKX1-2,4792
,
MIR4697,77
,
RP4-756H11.5,
,
ZC2HC1B,73907
,
ATP5J2-PTCD1,
,
KRTAP2-4,763
,
HSPB1P1,255
,
MIR548I2,148
,
AC022616.1,
,
GCHFR,3640
,
AL022578.1,
,
RP11-803B1.8,
,
RP11-645C24.5,
,
TPRXL,163489
,
C2orf27B,
,
RP11-399K21.14,
,
TIMM23B,32801
,
MIR411,95
,
LEAP2,1602
,
CTB-55O6.8,
,
SLC7A5P1,537
,
SNORD115-21,80
,
RETN,1406
,
MIR587,95
,
FLJ35934,
,
RP11-178C3.2,
,
EEF1A1P5,1388
,
C16orf74,61045
,
EVA1B,2124
,
RPRML,1097
,
DEFB135,2334
,
SNORD116-17,91
,
PTPN20CP,55147
,
FAM230A,267094
,
RP11-474D1.3,
,
FAM95B1,978
,
RP11-89N17.1,
,
AC073254.1,
,
CYP4F27P,1014
,
LINC01342,7039
,
SNORD116-14,91
,
CTD-3199J23.6,
,
RNU6-1191P,106
,
SNORD115-25,81
,
CDKN2AIPNL,9816
,
MAP6D1,9672
,
FAM172BP,
,
IL17D,20971
,
CTC-231O11.1,
,
C19orf84,2302
,
VSTM5,32386
,
BGLAP,1133
,
CTD-2224J9.8,
,
LINC00452,26214
,
UQCC3,3413
,
MIR1468,85
,
RPL23AP7,468
,
MIR525,84
,
SNORD116-5,94
,
RP11-43F13.1,
,
MIR518B,82
,
AC024937.1,
,
MIR5195,114
,
FAM180B,2516
,
DPY19L1P2,25813
,
LINC01239,183532
,
PYURF,2778
,
RPL39P34,155
,
MIR325,97
,
AC008984.5,
,
COX6A2,629
,
MIR1283-1,86
,
CCDC162P,171091
,
ZNF806,
,
MIR329-1,79
,
MIR519B,80
,
CTD-2331H12.5,
,
SLC31A2,13164
,
HCG9,3474
,
IQCF6,680
,
STRA13,
,
RP11-890B15.2,
,
RNU6-713P,106
,
AMY1B,9039
,
HBQ1,720
,
SYCE1L,13807
,
HIATL2,
,
MIR4771-1,73
,
USP32P3,6419
,
SNORD115-38,81
,
AP001347.6,
,
VTRNA2-1,127
,
RP11-466F5.10,
,
SEPT7P9,
,
NOTCH2NL,
,
MIR154,83
,
COX17,22941
,
DEFB131,
,
TLCD2,7561
,
LSM7,7091
,
YJEFN3,8720
,
TCF15,6052
,
SNORD115-44,81
,
FAM157A,9610
,
MCIDAS,7751
,
RP11-566K19.6,
,
ZG16,4717
,
RP11-535M15.1,
,
PRSS41,6834
,
AC073869.2,
,
PATE4,6756
,
TSTD1,1346
,
HCG4B,990
,
FAM35BP,
,
MIR155HG,14576
,
AC011453.4,
,
RP11-632K20.7,
,
RP11-544L8__B.4,
,
OR5G5P,938
,
MIR382,75
,
AC010091.1,
,
C11orf96,1241
,
IGHV3-65,440
,
DEFB106A,3914
,
MIR891A,78
,
TMEM191C,4846
,
IGHV3-20,517
,
FAM25C,4469
,
LINC01566,28310
,
CYP4F24P,19668
,
CYCTP,11967
,
SNORD115-15,80
,
LINC00200,129658
,
MIR133A2,101
,
SPC24,24287
,
LINC00680,2316
,
LINC01547,7137
,
MIR520B,60
,
GOLGA6L5P,6859
,
SNORD116-15,91
,
ARHGEF34P,14521
,
PFN3,552
,
EIF4EBP1,29831
,
RP11-553A10.1,
,
C3orf49,29337
,
RP11-498P14.5,
,
POT1-AS1,553104
,
RP9P,26223
,
GLYATL1P2,8513
,
CTD-2561J22.2,
,
MIR1-1HG,20337
,
MIR517B,66
,
APOC2,3530
,
KRT16P3,2614
,
MIR337,92
,
IGKV1-39,521
,
